Date,ticker,instrument,open,high,low,close,volume
2010-08-25,HYMTF,Hyundai,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0
2010-08-26,HYMTF,Hyundai,20.200000762939453,20.200000762939453,20.200000762939453,20.200000762939453,0
2010-08-27,HYMTF,Hyundai,19.5,19.5,19.5,19.5,100
2010-08-30,HYMTF,Hyundai,19.899999618530273,19.899999618530273,19.399999618530273,19.399999618530273,600
2010-08-31,HYMTF,Hyundai,19.950000762939453,19.950000762939453,19.899999618530273,19.899999618530273,500
2010-09-01,HYMTF,Hyundai,17.75,20.600000381469727,20.5,20.5,900
2010-09-02,HYMTF,Hyundai,20.5,20.5,20.5,20.5,245
2010-09-03,HYMTF,Hyundai,20.5,20.5,20.5,20.5,0
2010-09-07,HYMTF,Hyundai,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,2893
2010-09-08,HYMTF,Hyundai,21.149999618530273,21.149999618530273,21.149999618530273,21.149999618530273,600
2010-09-09,HYMTF,Hyundai,21.149999618530273,21.149999618530273,21.149999618530273,21.149999618530273,0
2010-09-10,HYMTF,Hyundai,21.149999618530273,21.149999618530273,21.149999618530273,21.149999618530273,0
2010-09-13,HYMTF,Hyundai,22.25,22.25,22.25,22.25,150
2010-09-14,HYMTF,Hyundai,22.799999237060547,23.75,22.790000915527344,22.790000915527344,613
2010-09-15,HYMTF,Hyundai,22.25,22.25,22.25,22.25,500
2010-09-16,HYMTF,Hyundai,22.649999618530273,22.649999618530273,22.0,22.0,4925
2010-09-17,HYMTF,Hyundai,22.049999237060547,22.549999237060547,22.049999237060547,22.549999237060547,2228
2010-09-20,HYMTF,Hyundai,22.950000762939453,23.5,22.950000762939453,22.950000762939453,700
2010-09-21,HYMTF,Hyundai,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,0
2010-09-22,HYMTF,Hyundai,22.950000762939453,23.200000762939453,22.950000762939453,23.200000762939453,2860
2010-09-23,HYMTF,Hyundai,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,100
2010-09-24,HYMTF,Hyundai,23.649999618530273,23.950000762939453,23.649999618530273,23.649999618530273,1130
2010-09-27,HYMTF,Hyundai,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,100
2010-09-28,HYMTF,Hyundai,23.4689998626709,23.899999618530273,23.0,23.899999618530273,855
2010-09-29,HYMTF,Hyundai,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0
2010-09-30,HYMTF,Hyundai,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0
2010-10-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,200
2010-10-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-10-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-11-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2010-12-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-01-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-02-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-03-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-04-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-05-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-06-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-07-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-08-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-08,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-09,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-15,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-16,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-22,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-23,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-29,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-09-30,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-05,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-06,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-07,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-10,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-11,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-12,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-13,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-14,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-17,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-18,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-19,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-20,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-21,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-24,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-25,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-26,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-27,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-28,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-10-31,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-11-01,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-11-02,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-11-03,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
2011-11-04,HYMTF,Hyundai,24.5,24.5,24.5,24.5,0
