Category,Instrument,Ticker,Cycle1,Cycle1_Match,Cycle1_Delta,Cycle2,Cycle2_Match,Cycle2_Delta
Equity,Ambev,ABEV,402,403,1,287,290,3
Equity,China Construction Bank,CICHY,251,250,1,402,403,1
Equity,Nintendo,NTDOY,366,368,2,237,237,0
Equity,Bridgestone,BRDCY,503,510,7,237,237,0
Equity,SoftBank,SFTBY,468,469,1,234,237,3
Equity,Anglo American,NGLOY,249,250,1,391,385,6
Equity,Commonwealth Bank,CBAUF,575,565,10,402,403,1
Equity,CSL,CSLLY,287,290,3,447,440,7
Equity,Wesfarmers,WFAFF,273,273,0,425,426,1
Equity,Woolworths,WOLWF,330,332,2,566,565,1
Equity,American Express,AXP,575,565,10,366,368,2
Equity,Shopify,SHOP,297,290,7,,,
Equity,ServiceNow,NOW,340,344,4,,,
Equity,Workday,WDAY,332,332,0,554,551,3
Equity,Intuit,INTU,268,267,1,575,565,10
Equity,Vertex Pharmaceuticals,VRTX,251,250,1,335,332,3
Equity,Regeneron,REGN,402,403,1,335,332,3
Equity,Moderna,MRNA,355,354,1,,,
Equity,Charles Schwab,SCHW,366,368,2,251,250,1
Equity,Blackstone,BX,503,510,7,268,267,1
Equity,S&P Global,SPGI,268,267,1,335,332,3
Equity,Moody's,MCO,251,250,1,402,403,1
Equity,Intercontinental Exchange,ICE,503,510,7,287,290,3
Equity,Cboe Global Markets,CBOE,489,487,2,244,243,1
Equity,CME Group,CME,366,368,2,503,510,7
Equity,Nasdaq,NDAQ,268,267,1,402,403,1
Equity,General Electric,GE,503,510,7,309,308,1
Equity,Ford,F,503,510,7,402,403,1
Equity,Chevron,CVX,402,403,1,251,250,1
Equity,Citigroup,C,503,510,7,366,368,2
Equity,Wells Fargo,WFC,366,368,2,575,565,10
Equity,Bank of America,BAC,366,368,2,251,250,1
Equity,Target,TGT,402,403,1,268,267,1
Equity,PepsiCo,PEP,575,565,10,268,267,1
Equity,Kraft Heinz,KHC,293,290,3,,,
Equity,Eli Lilly,LLY,287,290,3,366,368,2
Equity,Gilead Sciences,GILD,237,237,0,309,308,1
Equity,Honeywell,HON,402,403,1,287,290,3
Equity,Raytheon Technologies,RTX,402,403,1,287,290,3
Equity,Northrop Grumman,NOC,366,368,2,503,510,7
Equity,FedEx,FDX,366,368,2,237,237,0
Equity,United Parcel Service,UPS,237,237,0,366,368,2
Equity,CSX,CSX,503,510,7,309,308,1
Equity,Norfolk Southern,NSC,575,565,10,309,308,1
Equity,Waste Management,WM,402,403,1,575,565,10
Equity,Duke Energy,DUK,309,308,1,575,565,10
Equity,Southern Company,SO,402,403,1,309,308,1
Equity,American Electric Power,AEP,402,403,1,287,290,3
Equity,Charter Communications,CHTR,503,510,7,251,250,1
Equity,Anheuser-Busch InBev,BUD,402,403,1,287,290,3
Equity,Marriott International,MAR,366,368,2,575,565,10
Equity,Hilton Worldwide,HLT,379,385,6,505,510,5
Equity,Kroger,KR,447,440,7,251,250,1
Equity,Abbott Laboratories,ABT,268,267,1,335,332,3
Equity,Bristol-Myers Squibb,BMY,309,308,1,575,565,10
Equity,Exelon,EXC,287,290,3,575,565,10
Equity,General Dynamics,GD,366,368,2,575,565,10
Equity,Newmont Corporation,NEM,251,250,1,335,332,3
Equity,Air Products & Chemicals,APD,335,332,3,268,267,1
Equity,DuPont,DD,447,440,7,268,267,1
Equity,Broadcom Inc.,AVGO,575,565,10,335,332,3
Equity,Qualcomm Inc.,QCOM,335,332,3,268,267,1
Equity,Applied Materials,AMAT,402,403,1,575,565,10
Equity,Lam Research,LRCX,402,403,1,503,510,7
Equity,Micron Technology,MU,366,368,2,251,250,1
Equity,KLA Corporation,KLAC,309,308,1,447,440,7
Equity,Microchip Technology,MCHP,366,368,2,503,510,7
Equity,ConocoPhillips,COP,366,368,2,237,237,0
Equity,Occidental Petroleum,OXY,366,368,2,287,290,3
Equity,Phillips 66,PSX,345,344,1,,,
Equity,Marathon Petroleum,MPC,365,362,3,281,273,8
Equity,Valero Energy,VLO,366,368,2,251,250,1
Equity,Tata Consultancy Services,TCS.NS,282,290,8,359,362,3
Equity,HDFC Bank,HDB,402,403,1,268,267,1
Equity,Keyence Corp.,KYCCF,329,332,3,282,290,8
Equity,Recruit Holdings,RCRRF,261,259,2,,,
Equity,Shin-Etsu Chemical,SHECF,382,385,3,319,322,3
Equity,Itau Unibanco,ITUB,575,565,10,402,403,1
Equity,Banco Bradesco,BBD,575,565,10,402,403,1
Equity,FEMSA,FMX,503,510,7,287,290,3
Equity,Progressive Corp.,PGR,447,440,7,309,308,1
Equity,AIG,AIG,366,368,2,503,510,7
Equity,Allstate,ALL,402,403,1,575,565,10
Equity,MetLife,MET,503,510,7,366,368,2
Equity,Prudential Financial,PRU,503,510,7,366,368,2
Equity,State Street,STT,402,403,1,268,267,1
Equity,SK Hynix Inc,000660.KS,281,273,8,358,354,4
Equity,Kakao Corp,035720.KS,231,237,6,358,354,4
Equity,Cigna ,CI,287,290,3,575,565,10
Equity,Illumina,ILMN,268,267,1,402,403,1
Equity,HCA Healthcare,HCA,532,534,2,287,290,3
Equity,Airbus ,AIR.PA,512,510,2,372,368,4
Equity,Vodafone Group,VOD,287,290,3,503,510,7
Equity,Vinci SA,DG.PA,455,456,1,292,290,2
Equity ,PNC Financial Services ,PNC,366,368,2,503,510,7
Equity,Materials Select Sector ETF,XLB,366,368,2,287,290,3
Equity,Energy Services Sector ETF,XLE,366,368,2,287,290,3
Equity,Consumer Staples Sector ETF,XLP,287,290,3,366,368,2
Equity,Consumer Discretionary Sector ETF,XLY,309,308,1,503,510,7
Equity,Financial Sector ETF,XLF,366,368,2,503,510,7
Equity,Health Care Sector ETF,XLV,268,267,1,402,403,1
Equity,Industrial Sector ETF,XLI,366,368,2,503,510,7
Equity,Technology Sector ETF,XLK,309,308,1,447,440,7
Equity,Utilities Sector ETF,XLU,287,290,3,402,403,1
